Serial	CustomerCode	CustomerName	Address1	Address2	Area	City	Pincode	State
184	SUP00000184	SAIPRIYA AGENCIES	"NO.270,Sai krupa,8th main,Rajivgandhi nagar,Nandhini Layout"		Area	BANGALORE	600008	KARNATAKA
185	SUP00000185	SAN IT SOLUTION PVT LTD	"# 76/3, 30th, 30th cross, Tilak nagar main road,Sagar apolo hospital,jayanagar,	"		Area	BANGALORE	600008	KARNATAKA
186	SUP00000186	SANTECH ENGINEERS PVT LTD	"#13/4,13th cross,11th main road,Malleshwaram,"		Area	BANGALORE	600008	KARNATAKA
187	SUP00000187	SANTHI SOLUTION PVT LTD	"#76/3,30TH CROSS,TILAK NAGAR MAIN ROAD"		Area	BANGALORE	600008	KARNATAKA
188	SUP00000188	SANTHOSH ELECTRONICS	"#122,Tavarekere,opp.Cashier Layout,"		Area	BANGALORE	600008	KARNATAKA
189	SUP00000189	SATISH ENGINEERING COMPANY	"#B69,Peenya 3rd Stage,Peenya Industrial Estate,peenya"		Area	BANGALORE	600008	KARNATAKA
190	SUP00000190	SHARAVAN ENGG.ENT.P.LTD	"MURAH GROUND FLOOR,#35,COX TOWN"		Area	BANGALORE	600008	KARNATAKA
191	SUP00000191	SHRAVAN ENGG.ENT.P.LTD	"MURALI,GROUND FLOOR, NO:35,COX TOWN"		Area	BANGALORE	600008	KARNATAKA
192	SUP00000192	Shrinidhi Enterprises	"Sri Gowri, # 3/4/440, near krishna mutt, kadri kamal."		Area	BANGALORE	600008	KARNATAKA
193	SUP00000193	Shyamaraju & Co Pvt Ltd- DC	"No 11,A wING , Divyasree Chambers, O Shuagnessy Road "		Area	BANGALORE	600008	KARNATAKA
194	SUP00000194	SKF	"electrnic city,phase-2"		Area	BANGALORE	600008	KARNATAKA
195	SUP00000195	Skylite Constructions	"No.23, RI Keerthi Complex 3 rd Floor, 14th Main, 15th cross, Opp.BDA Complex, HSR Layout 4th Sector,"		Area	BANGALORE	600008	KARNATAKA
196	SUP00000196	SLS Electricals	"No.609, MIG 3rd Phase 10th A main A sector"		Area	BANGALORE	600008	KARNATAKA
197	SUP00000197	SLS ELECTRICALS	"#609, MIG 3rd Phase 10th A main A sector, "		Area	BANGALORE	600008	KARNATAKA
198	SUP00000198	SNEHA ENTERPRISES	"733,13TH CROSS,7TH BLOCK,JAYANAGAR'"		Area	BANGALORE	600008	KARNATAKA
199	SUP00000199	SOLIS VENTURES	Near Bangalore Central		Area	BANGALORE	600008	KARNATAKA
200	SUP00000200	SOUL SPACE PROJECT LIMITED	"# 135,His Grace"""		Area	BANGALORE	600008	KARNATAKA
201	SUP00000201	SOUTH INDIAN BANK	ANEKAL MAIN ROAD		Area	BANGALORE	600008	KARNATAKA
202	SUP00000202	SOUTH INDIAN BANK 	BRIGADE ROAD		Area	BANGALORE	600008	KARNATAKA
203	SUP00000203	SRI BALAJI REFRIGERATION	"#19,1ST FLOOR,BHANUMATHI COMPLEX,S.M ROAD,BEHIND CANARA BANK"		Area	BANGALORE	600008	KARNATAKA
204	SUP00000204	SRI BHAVANI REFRIGERATION	"NO.2,Kenchappa Road,Frazer Town,"		Area	BANGALORE	600008	KARNATAKA
205	SUP00000205	SSC POWER SYSTEM PVT LTD	"No:18, Dayanandha layout, near channasandra railway bridge, Ramamurthy nagar main road,"		Area	BANGALORE	600008	KARNATAKA
206	SUP00000206	STAR CLASSIC AIRCON	"# 35,Nandidurga Layout,Jayamahal Extn,"		Area	BANGALORE	600008	KARNATAKA
207	SUP00000207	SUBRAMANYA	"No.25, Mahalasa Nilaya, Krishnppa Garden, K.S. Town,"		Area	BANGALORE	600008	KARNATAKA
208	SUP00000208	SUMADHURA CONSTRUCTIONS	"CKB Plaza, site no.43, 2nd floor, varthur main road, marathahalli,"		Area	BANGALORE	600008	KARNATAKA
209	SUP00000209	Sumadhura infra con pvt ltd	"CKB Plaza,Site no.43,2nd floor,Varthur main road,Marathahalli."		Area	BANGALORE	600008	KARNATAKA
210	SUP00000210	Suraj Mani Engineers Pvt.Ltd.	"No.432, 4th Cross, 2nd Block,H R B R Layout, Kalyan Nagar Post"		Area	BANGALORE	600008	KARNATAKA
211	SUP00000211	SURETEX PROPHYLACTICS(INDIA)LIMITED	"PLOT NO.74TO91,KIADB INDL ESTATE,JIGANI 2ND PHASE,ANEKAL TALUK"		Area	BANGALORE	600008	KARNATAKA
212	SUP00000212	TECH PARK	"1 st floor examination department, Banshankari"		Area	BANGALORE	600008	KARNATAKA
213	SUP00000213	TECHNI COOL SOLUTION	"#31, 1 st floor, oil mill road, St.Thomas Town Post, "		Area	BANGALORE	600008	KARNATAKA
214	SUP00000214	TESCO HINDUSTAN SERVICE CENTRE PVT.LTD	"DIVYASHREE TECHNO PARK,CKB COMPOUND,NEXT TO EPIP ZONE,KUNDANAHALLI VILLAGE,DODDANEKUNDE POST"		Area	BANGALORE	600008	KARNATAKA
215	SUP00000215	TF AIR SYSTEMS PVT.LTD	"#55, 1st flr, Kenchappa road, Fraser town"		Area	BANGALORE	600008	KARNATAKA
216	SUP00000216	The Conquer Enterprises	"#55, 15th cross, Eshvara layout, Indira nagar 2nd Stage"		Area	BANGALORE	600008	KARNATAKA
217	SUP00000217	The Scientist-'c'	"SSPC, Hosur"		Area	BANGALORE	600008	KARNATAKA
218	SUP00000218	TOYOTA KIRLOSKAR MOTOR PVT LTD	"Plot No.1, Bidadi Industrial Area, Bidadi"		Area	BANGALORE	600008	KARNATAKA
219	SUP00000219	Trinity solutions	"# 10, Bens achar avenue, Banjara layout, horamavu agra, kalkere main road, banaswadi "		Area	BANGALORE	600008	KARNATAKA
220	SUP00000220	UNIMECH SYSTEMS (Bangalore) PVT LTD	"#3788, 12Th A Main, 8th Cross, HAL 2nd Stage"		Area	BANGALORE	600008	KARNATAKA
221	SUP00000221	Unitek Engineers Private Limited	"factory & Regd. Off. Plot No.235f, Bommasandra Industrial Area, Hosur Road, "		Area	BANGALORE	600008	KARNATAKA
222	SUP00000222	UNIVERSAL AIRCON SYSTEM	ULSOOR		Area	BANGALORE	600008	KARNATAKA
223	SUP00000223	Vaatsalya Health Care	"# 1, 5 th A Block, Opp Nova Medical, Kormangala"		Area	BANGALORE	600008	KARNATAKA
224	SUP00000224	VAC DESIGN ENGINEERS PVT LTD	"#15,SUBRAMANYA NILAYAM,21ST MAIN,17TH COSS,J P NAGAR,5TH PHASE"		Area	BANGALORE	600008	KARNATAKA
225	SUP00000225	Valtech	Bommanahalli		Area	BANGALORE	600008	KARNATAKA
226	SUP00000226	VASHWANI ESTATE DEVELOPERS PVT LTD	"Vaswani Vistoria, 30- Victoria Road,"		Area	BANGALORE	600008	KARNATAKA
227	SUP00000227	VAYUCON SYSTEMS	"#76, GF, Maruthi Mane, 4th Main,Hoysala Nagar, RamamurthyNagar,Dooravani Nagar Post"		Area	BANGALORE	600008	KARNATAKA
228	SUP00000228	Vibgyor	"Survey no.9/2, Konadhasapura Village, Bidarahalli Hobli, Kadukodi Main Road, East Taluk,"		Area	BANGALORE	600008	KARNATAKA
229	SUP00000229	VIBGYOR	"58/1,Thubarahalli,Marthahalli"		Area	BANGALORE	600008	KARNATAKA
230	SUP00000230	VIBGYOR	" Survey No.45/1 & 112, Village-Vittasandra, Begur, Hobli Electronic City"		Area	BANGALORE	600008	KARNATAKA
231	SUP00000231	VIBGYOR	BTM Layout		Area	BANGALORE	600008	KARNATAKA
232	SUP00000232	VIBGYOR (banaswadi)	"#84/4,Horamavu Village,K.R.Puram,Hobli,Banaswadi"		Area	BANGALORE	600008	KARNATAKA
233	SUP00000233	Vijaya Earith Movars & System Engineneers	"C/O Chife Manager,Cool Bhavan,RTRS Shanti Nagar, Raichr Distic"		Area	BANGALORE	600008	KARNATAKA
234	SUP00000234	VIJAYA EARTH MOVERS&SYSTEM ENGINEERS	"#146,15TH A CROSS,2ND STAGE,2ND PHASE MAHALAKSHMIPURAM, "		Area	BANGALORE	600008	KARNATAKA
235	SUP00000235	WEATHER STAR	"#40,S K Nilayam,opp Raddar,Egipura main road,Viveknagar"		Area	BANGALORE	600008	KARNATAKA
236	SUP00000236	WIPRO GE HEALTH CARE	"NEAR HOPE FORM SIGNAL,WHITE FIELD BANGALORE"		Area	BANGALORE	600008	KARNATAKA
237	SUP00000237	Zamil Air Condition Services	"# 561, Konappana Agrahra, Electronic City Post, Hosur Main Road, Bangalore-560 100"		Area	BANGALORE	600008	KARNATAKA
238	SUP00000238	Zita Air-Conditioning & Refrigeration Co. PVT. LTD	"33/542, Ismall Towers, Edappally,Toll Junction, "		Area	BANGALORE	600008	KARNATAKA
